Title,Description,Item Category,Price,Sku,Url,Images,Colors,Brand,Retailer
Mancin Manual Recliner,"The Mancin zero-wall recliner satisfies your high level of taste and yearning for comfort. The storage arms and plushly pillowed high back and seat are covered in a richly textured faux leather with diamond stitch quilting. Plus, built-in cup holders keep beverages close at hand. If space is a consideration, rest assured&mdash;this smart-design piece needs minimal clearance from the wall to fully recline.",Recliners,549.99,2970229,https://www.ashleyfurniture.com/p/mancin_recliner/2970229.html?cgid=recliners,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/29702-29-CLSD?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/29702-29-ANGLE-CLSD-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/29702-29-ANGLE-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/29702-29-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/29702-29-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/29702-29-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/29702-29-OPEN?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/29702-CUP-HLDR-STRG-ARM-DETAIL?$AFHS-Grid-1X$",Gray,Signature Design by Ashley®,ashleyfurniture.com
Warrior Fortress Power Recliner,"Inspired by luxury car interiors, the Warrior Fortress power rocker recliner puts you in the driver&rsquo;s seat like never before. Its matte faux leather upholstery and padded details are enriched with heavyweight baseball stitching for a chic, sporty aesthetic. An oversized headrest pillow and high back profile take the experience over the top.",Recliners,729.99,4670198,https://www.ashleyfurniture.com/p/warrior_fortress_power_recliner/4670198.html?cgid=recliners,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/4670198-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/46701-98-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/46701-98-OPEN-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/46701-98-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/46701-SWATCH-BODY-A-500?$AFHS-Grid-1X$",Coffee,Signature Design by Ashley®,ashleyfurniture.com
Partymate Recliner,"Affordable luxury made easy. The Partymate recliner is an essential for living room lounging. Its warm brown faux leather is well-suited for mixing and matching with your existing pieces. Pull tab reclining keeps you covered when it comes to comfort. And this functional piece is equally as fashionable, with design details like a channel-stitched back incorporating subtle visual interest.",Recliners,449.99,3690225,https://www.ashleyfurniture.com/p/partymate_recliner/3690225.html?cgid=recliners,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/36902-25-CLSD?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/36902-25-ANGLE-CLSD-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/36902-25-ANGLE-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/36902-25-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/36902-25-SIDE-ALT-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/36902-25-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/36902-25-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/36902-25-OPEN?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/36902-SWATCH-BODY-A-500?$AFHS-Grid-1X$",Brindle,Signature Design by Ashley®,ashleyfurniture.com
Mabton 3-Piece Dual Power Reclining Sofa,"The challenge: design a cutting-edge power reclining sofa you&rsquo;d never guess was a recliner. Super sleek and streamlined, the Mabton sectional sofa, in taupe gray with high-contrast jumbo stitching, might just be our best-kept secret. Rest assured, you&rsquo;d be hard-pressed to find seating that looks so high end yet is so comfortably priced. Integrated elements include an Easy View&trade; adjustable headrest, which offers low-profile style when it&rsquo;s down and a high level of comfort when you&rsquo;re kicking back and reclining. Factor in one-touch power controls (each with a USB port) placed on the inside track arm, and you have the makings for one beautifully deceptive sectional.",Reclining Furniture,1999.98,APK-77005-S3,https://www.ashleyfurniture.com/p/mabton_3-piece_power_reclining_sofa/APK-77005-S3.html?cgid=reclining-furniture,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/77005-58-46-62?$AFHS-Grid-1X$,Gray,Signature Design by Ashley®,ashleyfurniture.com
Next-Gen DuraPella Dual Power Reclining Sofa,"It&rsquo;s time to rethink the way you relax&mdash;and time to experience the joys of the Next-Gen DuraPella power reclining sofa. Taking a fashion-forward approach to the art of relaxation, the sofa&mdash;with a one-touch power control and an energy-efficient USB plug-in&mdash;will elevate your style and raise your standard of living. Its zero-gravity mechanism lifts the ottoman higher than traditional recliners to improve circulation. And talk about low maintenance. This designer recliner is wrapped in durable, water-repellent upholstery that's family- and pet-friendly.",Reclining Furniture,1699.99,5930247,https://www.ashleyfurniture.com/p/next-gen_durapella_power_reclining_sofa/5930247.html?cgid=reclining-furniture,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/59302-47-SET-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/59302-47-ANGLE-CLSD-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/59302-47-ANGLE-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/59302-47-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/59302-47-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/59302-47-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/59302-ADJ-HDREST?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/59302-EXT-FTREST?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/59302-STITCH-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/59302-USB-PWR-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/5930247-Next-Gen-DuraPella-DIM?$AFHS-Grid-1X$",Sand,Signature Design by Ashley®,ashleyfurniture.com
Bladen Manual Recliner,"If you love the cool look of leather but long for the warm feel of fabric, you&rsquo;ll find the Bladen rocker recliner fits the bill beautifully. Rest assured, the textural, multi-tonal upholstery is rich with character and interest&mdash;while plush, pillowy cushions merge comfort and support with a high-style design.",Reclining Furniture,429.99,1202025,https://www.ashleyfurniture.com/p/bladen_recliner/1202025.html?cgid=reclining-furniture,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/12020-25-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/12020-25-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/12020-25-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/12020-25-SIDE-OPEN-SW-QL-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/12020-25-HEAD-ON-SW-QL-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/12020-25-SIDE-SW-QL-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/12020-25-BACK-SW-QL-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/12020-25-OPEN?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/12020-25-DETAIL-A-QL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/12020-25-DETAIL-B-QL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/12020-SWATCH-BODY-A-500?$AFHS-Grid-1X$",Coffee,Signature Design by Ashley®,ashleyfurniture.com
Center Line 3-Piece Dual Power Reclining Sofa,"For those seeking to curate a living room retreat that offers superior comfort and a contemporary aesthetic, the Center Line sleekly designed power reclining sectional will become your favorite source of at-home serenity. Rest on leather match upholstery, and use the one-touch power control to recline and adjust the headrests with ease. As you recharge after a long day, your devices can too with USB charging. This sectional is visually enticing in a luxe dark gray, with slope track arms and stitched detailing on the back to enhance its modern appeal.",Reclining Furniture,2599.98,APK-U63405S3,https://www.ashleyfurniture.com/p/center_line_3-piece_power_reclining_sectional/APK-U63405S3.html?cgid=reclining-furniture,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U63405-58-46-62-CLOSED?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U63405-58-46-62-OPEN?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U63405-58-46-62-SW-P1-KO?$AFHS-Grid-1X$",Cream,Signature Design by Ashley®,ashleyfurniture.com
Tulen Manual Reclining Sofa,The Tulen reclining sofa puts the win in winning. Its waterfall back design and doubly plump pillow top arms team up with soft chenille fabric to go for the goal. Ample seating room makes the comfort possibilities endless. Sit back and relax. You won&rsquo;t go wrong with this reclining loveseat.,Reclining Furniture,799.99,9860488,https://www.ashleyfurniture.com/p/tulen_reclining_sofa/9860488.html?cgid=reclining-furniture,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/98604-88-10x8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/98604-88-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/98604-88-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/98604-88-SET?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/98604-88-86-OPEN-ALT?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/98604-88-86-25-T559?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/9860488-Tulen-DIM?$AFHS-Grid-1X$",Mocha,Signature Design by Ashley®,ashleyfurniture.com
Starbot 3-Piece Dual Power Reclining Modular Loveseat with Console,"Destination: chic comfort. The Starbot power reclining loveseat with console launches your living room into superior form with stellar attention to detail. Exemplifying attainable luxury, its handsome hue has an air of sophistication you&rsquo;ll long to lounge in. And when you&rsquo;re done basking in the glow of its sleek style, recline with indulgent motion features to welcome head-to-toe relaxation.",Reclining Furniture,2099.98,23501S2,https://www.ashleyfurniture.com/p/starbot_3-piece_power_reclining_loveseat_with_console/23501S2.html?cgid=reclining-furniture,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/23501-58-57-62?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/23501-58-57-62-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/23501-ADJ-HDREST-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/23501-58-62-CUP-HLDR-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/23501-PWR-USB-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/23501-SWATCH-BODY-A-500?$AFHS-Grid-1X$",Fossil,Signature Design by Ashley®,ashleyfurniture.com
Owner's Box Dual Power Recliner,"When it comes to style, you&rsquo;ve got game. Rest assured, the Owner&rsquo;s Box power recliner is sure to win you over with its ultra-cool looks and major league features. Showcasing all the bells and whistles, this designer recliner is inspired by sports car interiors&mdash;with a fabulous faux leather accentuated with horizontal channel tufting. An advanced one-touch power control with an Easy View&trade; power headrest puts you in the driver&rsquo;s seat. Dual cup holders and armrests with hidden storage take the form and function to another level.",Reclining Furniture,999.97,2450513,https://www.ashleyfurniture.com/p/owners_box_power_recliner/2450513.html?cgid=reclining-furniture,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/24505-13-CLSD?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/24505-13-CLSD-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/24505-13-OPEN-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/AHS_OwnersBox_2450513_PwrRecliner-AdjHeadrest_P2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/24505-13-CLSD-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/24505-13-CLSD-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/24505-13-CLSD-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/24505-13-OPEN?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/24505-13-OPEN-ALT?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/24505-13%286%29?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/24505-13-ADJ-HDREST?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/24505-13-15-18-ARM-STORAGE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/24505-13-EXT-FTREST?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/24505-13-15-18-CUP-HLDR?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/24505-13-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/24505-STITCH-DETAIL?$AFHS-Grid-1X$",Thyme,Signature Design by Ashley®,ashleyfurniture.com
Center Line 6-Piece Power Reclining Sectional,"For those seeking to curate a living room retreat that offers superior comfort and a contemporary aesthetic, the sleekly designed Center Line power reclining sectional will become your favorite source of at-home serenity. Rest on leather match upholstery, and use the one-touch power control to recline and adjust the headrests with ease. As you recharge after a long day, your devices can too with USB charging. This sectional is visually enticing in a stunning cream color, with slope track arms and stitched detailing on the back to enhance its modern appeal.",Reclining Furniture,4599.99,APK-U634056P,https://www.ashleyfurniture.com/p/center_line_6-piece_power_reclining_sectional/APK-U634056P.html?cgid=reclining-furniture,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U63405-58-57-31-77-46-62?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U63405-58-57-31-77-46-62-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U63405-58-57-31-77-46-62-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U63405-ADJ-HDREST?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U63405-57-AC-USB?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U63405-PWR-USB?$AFHS-Grid-1X$",Cream,Signature Design by Ashley®,ashleyfurniture.com
HyllMont Dual Power Reclining Sofa,"The Hyllmont power reclining sofa in trendy gray is proof of just how far recliners have come when it comes to form and function. Ultra cool and contemporary, this fully loaded power reclining sofa makes it so easy to social distance and make home your haven. Dressed to impress with diamond stitching inspired by sports car interiors, this reclining sofa is covered in a fabulous faux leather with pebbled effect for authenticity. High-tech advancements include a one-touch power control with Easy View&trade; adjustable headrest and USB plug-in and a drop-down table with cup holders, flip-up light and AC power/USB plug-ins.",Reclining Furniture,1499.99,9300315,https://www.ashleyfurniture.com/p/hyllmont_power_reclining_sofa/9300315.html?cgid=reclining-furniture,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/93003-15-SET-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/93003-15-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/93003-15-ANGLE-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/AHS_Hyllmont_9300315_PwrRecSofa-AdjHeadrest_P2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/93003-15-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/93003-15-HEAD-ON-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/93003-15-ANGLE-ALT-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/93003-15-ANGLE-ALT-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/93003-15-SIDE-ALT-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/93003-15-SIDE-ALT-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/93003-15-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/93003-15-BACK-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/93003-15-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/93003-15-SIDE-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/93003-15-POW-SET?$AFHS-Grid-1X$",Gray,Signature Design by Ashley®,ashleyfurniture.com
Game Zone Dual Power Reclining Sofa,"If you&rsquo;re looking for the perfect seat for gaming, lounging or just relaxing, look no further than the indulgent comfort of the Game Zone power reclining sofa. Sporting one-touch power controls, Easy View&trade; power adjustable headrests, cup holders, storage and chargers, this dual-sided reclining sofa has everything you need for binge-watching or power playing. Padded cushions with waterfall back design and pillow top arms offer plenty of support, while leather alternative upholstery is given tuck and roll styling for a well-edited aesthetic. The stationary middle seat has hidden depths, just fold it forward to reveal a table-top with cup holders, USB charging a storage pocket and overhead lights. How&rsquo;s that for handy?",Reclining Furniture,1999.99,3850115,https://www.ashleyfurniture.com/p/game_zone_power_reclining_sofa/3850115.html?cgid=reclining-furniture,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/3850115-SET-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/38501-15-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/38501-15-HEAD-ON-SW?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/AHS_GameZone_3850115_PwrRecSofa-AdjHeadrest_P2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/3850115-Game-Zone-DIM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/38501-15-18-SW?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/38501-15-SET?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/38501-15-SET-OPEN?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/38501-15-18?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/38501-15-18-13-T904-PILLOW?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/38501-DETAIL-H?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/38501-DETAIL-G?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/38501-DETAIL-E?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/38501-DETAIL-C?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/38501-DETAIL-D?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/38501-DETAIL-B?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/38501-DETAIL-A?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/38501-DETAIL-I?$AFHS-Grid-1X$",Bark,Signature Design by Ashley®,ashleyfurniture.com
Ernestine Power Lift Recliner,"The next generation of recliners has arrived in fine style. Beyond its perfectly placed pillow support and sumptuous chenille-feel upholstery, the Ernestine power lift recliner with dual motor design takes custom comfort to a new level. With the touch of a button, its power lift feature gently eases you from the ultimate slumber into a lift-and-tilt position to get you back on your feet, effortlessly.",Reclining Furniture,699.99,9760112,https://www.ashleyfurniture.com/p/ernestine_power_lift_recliner/9760112.html?cgid=reclining-furniture,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/97601-12-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/97601-12-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/97601-12-UP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/97601-12-OPEN?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/97601-12-L734031?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/97601-12-PWR-CONTROL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/97601-SWATCH-BODY-A?$AFHS-Grid-1X$",Slate,Signature Design by Ashley®,ashleyfurniture.com
Kempten Manual Rocker Recliner,"You don&rsquo;t just want to recline. You want to recline in high design. Wrapped in a fabulous black faux leather upholstery, the Kempten rocker recliner with 42&quot; high back is everything you long for&mdash;and then some. Ultra clean lines, subtle curves and sumptuous comfort make it a sight for sore eyes and tired muscles. Here&rsquo;s the showstopper: ambient blue LED lighting along the chair base for a movie theater experience enjoyed from the convenience of home.",Recliners,629.95,8210525,https://www.ashleyfurniture.com/p/kempten_recliner/8210525.html?cgid=recliners,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/8210525-OPEN-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/82105-25-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/82105-25-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/82105-25-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/82105-25-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/82105-25-BLUE?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/8210525-Kempten-DIM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/82105-SWATCH-BODY-A-500?$AFHS-Grid-1X$",Black,Signature Design by Ashley®,ashleyfurniture.com
Draycoll Manual Reclining Sofa,"Built for luxury, the Draycoll reclining sofa lets you kick back in reliable style. The thick, softly textured chenille upholstery provides a comfy surface on which to lounge. With bustle back construction and thickly cushioned armrests, this piece gives you the dependable support you need to unwind after a trying day.",Reclining Furniture,899.99,7650488,https://www.ashleyfurniture.com/p/draycoll_reclining_sofa/7650488.html?cgid=reclining-furniture,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/7650488-OPEN-10X8-CROP?$AFHS-Grid-1X$,Slate,Signature Design by Ashley®,ashleyfurniture.com
Catanzaro Dual Power Recliner,"Let the luxury of the Catanzaro power recliner with adjustable headrest carry you away. Decidedly modern, with clean-lined divided back styling, this power recliner entices with a combination of genuine leather and expertly matched faux leather for a supple feel. Even when you&rsquo;re kicking back you&rsquo;ll still be perfectly positioned to read or watch TV thanks to the Easy View&trade; power adjustable headrest. And how&rsquo;s this for a bonus: a convenient USB charging port located in the power control, so you can recharge while you chill.",Recliners,1224.98,U8300413,https://www.ashleyfurniture.com/p/catanzaro_power_recliner/U8300413.html?cgid=recliners,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U83004-13-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U83004-13-OPEN-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U83004-13-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U83004-13-Catanzaro-DIM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U83004-13-BACK-SW?$AFHS-Grid-1X$",Mahogany,Signature Design by Ashley®,ashleyfurniture.com
