Title,Description,Item Categories,Price,Sku,URL,Image URLs,Colors,Brand,width,height,depth,Retailer
Johnelle Extendable Dining Table,"Homey. Hearty. Heavenly hued. Luring with a distressed weathered gray finish and double pedestal base with square baluster legs and a substantial stretcher for great presence, the Johnelle dining room extension table is made to make your homestead feel that much more like home. A richly crafted masterpiece, this handsome extension table with thick drop-in leaf is sure to serve up years of satisfaction.",Dining Room Tables,,D776D3,https://www.ashleyfurniture.com/p/johnelle_extension_dining_table/APK-D776-55.html?cgid=dining-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D776-55T-B-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D776-55T-B-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D776-55-TOP-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D776-55T-B-Johnelle-DIM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D776-55-DETAIL-A?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D776-55-DETAIL-B?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D776-55T-B-NO-LEAF-SW?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D776-55T-B-SIDE-SW?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D776-55T-B-01%284%29?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D776-55T-B-01%284%29-00-60?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D776-55T-B-01%286%29-60?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D776-FINISH-500?$AFHS-Grid-1X$",Gray,Ashley furniture,40,30,94.38,ashleyfurniture.com
Markenburg Dining Extension Table,"Curate a vintage-inspired retreat from the modern world. The Markenburg dining extension table is draped in a dreamy finish amidst traditional styling. Details such as thick profiled base mouldings, fluted pilasters and inset dentil trim provide a picturesque finishing touch.",Dining Room Tables,"1,199.99",D770-45,https://www.ashleyfurniture.com/p/markenburg_dining_extension_table/D770-45.html?cgid=dining-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D770-45?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D770-45-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D770-45-NL-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D770-45-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D770-45-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D770-45-TOP-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D770-45-TOP-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D770-45-BASE-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D770-FINISH-500?$AFHS-Grid-1X$",Brown,Ashley furniture,40,30.38,106.25,ashleyfurniture.com
Chrestner Rectangular Dining Table,"You want your dining room to reflect your refined sensibilities while remaining forward-thinking in design. The simple silhouette of the Chrestner dining table opens the door to a dining room with the curated look and subtle flair you desire. The piece's elegant waxy gray finish gets an added touch of luxury with a double-pedestal base and beveled-edge top, showing remarkable attention to detail. Whether you're hosting family meals or holiday entertaining, this table is a place to gather around in streamlined style.",Dining Room Tables,799.99,D983-25,https://www.ashleyfurniture.com/p/chrestner_dining_table/D983-25.html?cgid=dining-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D983-25?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D983-25-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D983-25-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D983-25-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D983-25-TOP-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D983-25-DETAIL?$AFHS-Grid-1X$",Gray,Ashley furniture,84,30.13,40.13,ashleyfurniture.com
Ronstyne Counter Height Dining Table with Marble Top,The Ronstyne counter height dining table turns heads with its simplicity. This eye-catching table has a wire-brushed grayish brown finish that's beautifully neutral. The natural marble tabletop adds a high-end look that makes a lasting impression.,Dining Room Tables,"1,239.99",D734-13,https://www.ashleyfurniture.com/p/ronstyne_counter_height_dining_table/D734-13.html?cgid=dining-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D734-13-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D734-13-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D734-13-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D734-13-TOP-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D734-13-TOP-PROFILE-SW?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D734-13-25-TOP-DETAIL?$AFHS-Grid-1X$",Grayish Brown/White,Ashley furniture,54.13,36.25,54.13,ashleyfurniture.com
Havalance Round Dining Table,"Have your fill of modern farmhouse style with the Havalance dining table. Its distressed two-tone treatment blends a weathered gray with vintage white for an utterly charming effect. Its large-scale turned leg post and thick planked top lend a hearty, substantial look that feels right at home.",Dining Room Tables,,D814D7,https://www.ashleyfurniture.com/p/havalance_dining_table/APK-D814-50.html?cgid=dining-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D814-50T-50B-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D814-50T-TOP-DETAIL-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D814-50T-50B-DETAIL?$AFHS-Grid-1X$",White/Gray,Ashley furniture,51.63,29.63,51.63,ashleyfurniture.com
Langford Extendable Dining Table with Picture Frame Legs,"Balancing chic flair with a relaxed sensibility, the Langford dining table strikes just the right tone for rustic sophistication. Beautifully clean lines are subtly enhanced with a complex weathered gray finish and rough-sawn texture. Adding another layer of dimension, a thick, beveled top and picture frame legs make this table the epitome of easy elegance.",Dining Room Tables,899.99,D760-45,https://www.ashleyfurniture.com/p/langford_dining_extension_table/D760-45.html?cgid=dining-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D760-45?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D760-45-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D760-45-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D760-45-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D760-45-TOP-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D760-45-BASE-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D760-FINISH-500?$AFHS-Grid-1X$",Light Grayish Brown,Ashley furniture,42,30,98.13,ashleyfurniture.com
Anibecca Dining Table,"A beautiful balancing act. Clean lined and simply striking, the Anibecca dining room table merges a high-style look with a side of easygoing attitude. Its double open geometric pedestal base offers a sturdy modern silhouette. Wowing with visual texture, the weathered gray finish is rich in character. What a delicious choice for a casual contemporary dining room upgrade.",Dining Room Tables,799.99,D970-25,https://www.ashleyfurniture.com/p/anibecca_dining_table/D970-25.html?cgid=dining-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D970-25?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D970-25-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D970-25-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D970-25-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D970-25-TOP-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D970-25-DETAIL?$AFHS-Grid-1X$",Gray,Ashley furniture,90.13,30.13,40,ashleyfurniture.com
Fawnburg Extendable Dining Table,"The Fawnburg dining room extension table has a clean, contemporary design with a relaxed sensibility. This table has the vibe of a modern art sculpture with its two sturdy plinth bases and thick top. A trend-right gray taupe color enhances the streamlined design, while the drop-in leaf allows you to comfortably accommodate eight.",Dining Room Tables,799.99,D793-45,https://www.ashleyfurniture.com/p/fawnburg_dining_table/D793-45.html?cgid=dining-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D793-45-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D793-45-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D793-45-WO-LEAF-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D793-45-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D793-45-TOP-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D793-45-DETAIL?$AFHS-Grid-1X$",Gray,Ashley furniture,42,30.5,98,ashleyfurniture.com
Parellen Dining Table with Storage Drawer and 2 Storage Bins,"Bring a relaxed-yet-refined sense of good taste to a space with the Parellen dining table with storage. Its clean-lined frame sports a gray finish that’s so easy on the eyes. Topped by a durable melamine surface, the table is an easy-living alternative to traditional wood tables. Its multifunctional design, with two convenient side drawers and a storage bin on each end, means maximum use of your space. And with the look of reclaimed barn wood, this dining table is an inspired choice for modern farmhouse living.",Dining Room Tables,449.99,D291-26,https://www.ashleyfurniture.com/p/parellen_dining_table/D291-26.html?cgid=dining-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D291-26-ANGLE-CLSD-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D291-26-ANGLE-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D291-26-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D291-26-SIDE-SW-P1-KO?$AFHS-Grid-1X$",Gray,Ashley furniture,66.13,30.25,36,ashleyfurniture.com
Barchoni Dining Table with Marble Print Glass Top,"The Barchoni dining table draws from classic design motifs to craft a fresh, contemporary look. Supported by a warm goldtone base, the marble print glass top adds a luxe touch to your home. Whether it's used for dining or as a workspace, this table is a tasteful take on modern opulence.",Dining Room Tables,319.99,D262-15,https://www.ashleyfurniture.com/p/barchoni_dining_table/D262-15.html?cgid=dining-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D262-15-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D262-15-TOP-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D262-15-TOP-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D262-15-BASE-DETAIL?$AFHS-Grid-1X$",Two-tone,Ashley furniture,39.5,30.13,39.5,ashleyfurniture.com
Havalance Round Counter Height Dining Table,"Have your fill of modern farmhouse style with the Havalance round counter height table. Distressed two-tone treatment blends a weathered gray with vintage white for an utterly charming effect. Robust legs with stretcher lend a hearty, substantial look that feels right at home.",Dining Room Tables,699.99,D814-13,https://www.ashleyfurniture.com/p/havalance_counter_height_dining_table/D814-13.html?cgid=dining-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D814-13-124%284%29-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D814-13-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D814-13-TOP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D814-13-MOOD?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D814-13-124%284%29-60?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D814-FINISH-500?$AFHS-Grid-1X$",White/Gray,Ashley furniture,54,36.38,54,ashleyfurniture.com
Isanti Dining Table,"With its back-to-nature sensibility, the Isanti dining room table is a natural fit for your well-edited space. A clean-lined design lets the beautifully organic quality and inherent luster of the mango wood shine through. From its smooth, sculptural profile to the refreshing light finish, it’s a piece that makes a statement by being remarkably understated.",Dining Room Tables,799.99,D752-25,https://www.ashleyfurniture.com/p/isanti_dining_table/D752-25.html?cgid=dining-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D752-25-01%284%29-00?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D752-25-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D752-25-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D752-25-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D752-25-TOP-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D752-25-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D752-FINISH-500?$AFHS-Grid-1X$",Light Brown,Ashley furniture,72,30.13,38.88,ashleyfurniture.com
Skempton Storage Dining Table with 2 Side Drawers,"Set the scene for coastal chic or modern farmhouse living with the Skempton dining room table. Clean-lined, simply striking table doubles the charm with a brown tone top with plank effect, paired with a grayish white base with rub through effect for timeworn appeal. Multi-functional dining table features two convenient side drawers and a storage bin on each end for maximum use of space. Styled to comfortably seat six, this table makes room for one and all.",Dining Room Tables,399.99,D394-25,https://www.ashleyfurniture.com/p/skempton_dining_table/D394-25.html?cgid=dining-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-25-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-25-01%286%29-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-25-01%286%29?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-25-CLSD-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-25-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-25-MOOD-H?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-25-MOOD-V?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-25-OPEN-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-25-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-25-TOP-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-25?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-25-01%284%29-00?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D394-FINISH-500?$AFHS-Grid-1X$",White/Light Brown,Ashley furniture,36,30.25,66,ashleyfurniture.com
Haddigan Counter Height Extendable Dining Table,"Modern sophistication, beautifully served. Haddigan counter height extension table raises the bar with a simply striking design and rich, dark finish. Removable leaf stretches the possibilities. Built-in shelf stacks up as additional storage space.",Dining Room Tables,379.99,D596-42,https://www.ashleyfurniture.com/p/haddigan_counter_height_dining_extension_table/D596-42.html?cgid=dining-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D596-42-10x8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D596-42-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D596-42-124%284%29-R40181?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D596-MOOD?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D596-42-Haddigan-DIM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D596-42-124%284%29-60-R40047?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D596-42-124%284%29-SW?$AFHS-Grid-1X$",Dark Brown,Ashley furniture,42,36,60.13,ashleyfurniture.com
Harrastone Round Counter Height Dining Table,"Embrace the feel of a mansion in the countryside when you revel in the romance of the Harrastone round counter height table. With its detailed posts and weathered gray finish, this table has a sense of timeless beauty. A lower shelf provides a picturesque finishing touch.",Dining Room Tables,699.99,D816-13,https://www.ashleyfurniture.com/p/harrastone_counter_height_dining_table/D816-13.html?cgid=dining-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D816-13-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D816-13-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D816-13-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D816-13-MOOD-H?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D816-13-MOOD-V?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D816-13-TOP-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D816-13-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D816-FINISH-500?$AFHS-Grid-1X$",Gray,Ashley furniture,54,36.13,54,ashleyfurniture.com
Tyler Creek Dining Table with Storage Drawers,Invite your family into the heart of your home with the Tyler Creek rectangular dining room table. Tapered legs are a sturdy foundation. Black finish is beautifully textured. Timeworn planked oak top creates a unique two-tone contrast. Store away smaller items in the drawers. This is trend-right urban farmhouse style.,Dining Room Tables,599.99,D736-25,https://www.ashleyfurniture.com/p/tyler_creek_dining_table/D736-25.html?cgid=dining-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D736-25-10x8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D736-25-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D736-25-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D736-25-01%286%29?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D736-25-MOOD-A?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D736-25-MOOD-B?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D736-FINISH-A?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D736-FINISH-B?$AFHS-Grid-1X$",Black/Gray,Ashley furniture,39.88,30.88,71.88,ashleyfurniture.com
Valebeck Extendable Dining Table with Two Tone Finish,"A high-style choice for casual spaces, the Valebeck dining table serves up the best in rustic farmhouse living. Two-tone distressed finish pairs a brown tabletop with a vintage white base for a double helping of charm. Extension dining table features an extra thick edge with book matched inlay veneer for such a distinctive twist.",Dining Room Tables,799.99,D546-35,https://www.ashleyfurniture.com/p/valebeck_dining_table/D546-35.html?cgid=dining-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D546-35-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D546-35-WO-LEAF-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D546-35-TOP-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D546-35-BASE?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D546-35-LEAF-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D546-35-01%284%29-60?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D546-35-01%286%29-60?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D546-35-MOOD-A?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D546-35-MOOD-B?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D546-DARK-FINISH-500?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D546-LIGHT-FINISH-500?$AFHS-Grid-1X$",White/Brown,Ashley furniture,36,30,86,ashleyfurniture.com
Kimonte Dining Table,"Kimonte dining table might be big on style, but its petite scale is ideally suited for small spaces. Dark brown finish and minimalist design make Kimonte the epitome of contemporary decor.",Dining Room Tables,99.99,D250-25,https://www.ashleyfurniture.com/p/kimonte_dining_table/D250-25.html?cgid=dining-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D250-25-10x8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D250-25-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D250-25-FINISH-500?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D250-25-SIDE-B-SW-QL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D250-25-HEAD-ON-SW-QL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D250-25-DETAIL-A-QL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D250-25-SIDE-A-SW-QL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D250-25-01%282%29-02%282%29?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D250-25-Kimonte-DIM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D250-25-02-MOOD?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D250-25-01%284%29-TAG?$AFHS-Grid-1X$",Dark Brown,Ashley furniture,44.88,29.63,23.75,ashleyfurniture.com
Harrastone Rectangular Dining Table,"Embrace the feel of a mansion in the countryside when you revel in the romance of the Harrastone rectangular dining room table. Large, turned legs and a thick planked top have a sense of stately, timeless beauty. The table’s weathered gray finish rounds out the picturesque look.",Dining Room Tables,849.99,D816-25,https://www.ashleyfurniture.com/p/harrastone_dining_table/D816-25.html?cgid=dining-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D816-25-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D816-25-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D816-25-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D816-25-MOOD-H?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D816-25-MOOD-V?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D816-25-TOP-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D816-25-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D816-FINISH-500?$AFHS-Grid-1X$",Gray,Ashley furniture,42.13,30,84,ashleyfurniture.com
Lodenbay Oval Extendable Dining Table,"The Lodenbay oval dining room table adds understated beauty to any dining space with its traditional cottage design. Its outstanding two-tone finish features an antiqued gray body with a rich deep walnut brown top. This ample round table includes one extension leaf to accommodate all your guests comfortably. Perfect for school night dinners and full-on family feasts alike, it comfortably seats up to six when fully extended.",Dining Room Tables,499.99,D751-35,https://www.ashleyfurniture.com/p/lodenbay_dining_table/D751-35.html?cgid=dining-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D751-35-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D751-35-NL-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D751-35-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D751-35-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D751-35-TOP-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D751-35-TOP-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D751-35-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/D751-35-FINISH-500?$AFHS-Grid-1X$",Two-tone,Ashley furniture,72,30.25,48,ashleyfurniture.com
